EA_CD,SBRB_NM
19912599,LENTEGEUR
19911442,LENTEGEUR
19911367,LENTEGEUR
19912858,IKWEZI PARK
19911827,IKWEZI PARK
19911373,IKWEZI PARK
19911372,IKWEZI PARK
19913390,IKWEZI PARK
19911371,IKWEZI PARK
19913391,IKWEZI PARK
19913389,IKWEZI PARK
19911374,IKWEZI PARK
19913526,IKWEZI PARK
19913393,IKWEZI PARK
19911368,IKWEZI PARK
19913584,PHILIPPI
19913342,PHILIPPI
19913533,PHILIPPI
19912714,PHILIPPI
19912730,PHILIPPI
19913278,PHILIPPI
19912707,PHILIPPI
19912817,PHILIPPI
19913074,PHILIPPI
19912706,PHILIPPI
19912278,PHILIPPI
19912820,PHILIPPI
19913403,PHILIPPI
19912266,PHILIPPI
19912831,PHILIPPI
19912309,PHILIPPI
19913582,PHILIPPI
19913348,PHILIPPI
19911204,PHILIPPI
19913304,PHILIPPI
19912836,PHILIPPI
19913557,PHILIPPI
19912729,PHILIPPI
19913552,PHILIPPI
19912725,PHILIPPI
19911382,PHILIPPI
19911202,PHILIPPI
19913720,PHILIPPI
19912310,PHILIPPI
19912299,PHILIPPI
19912709,PHILIPPI
19913567,PHILIPPI
19912283,PHILIPPI
19911082,PHILIPPI
19912705,PHILIPPI
19912833,PHILIPPI
19913306,PHILIPPI
19913539,PHILIPPI
19913537,PHILIPPI
19912284,PHILIPPI
19913375,PHILIPPI
19913280,PHILIPPI
19912281,PHILIPPI
19911200,PHILIPPI
19912304,PHILIPPI
19913292,PHILIPPI
19912710,PHILIPPI
19912914,PHILIPPI
19913404,PHILIPPI
19913559,PHILIPPI
19911381,PHILIPPI
19913568,PHILIPPI
19913590,PHILIPPI
19912274,PHILIPPI
19913535,PHILIPPI
19912712,PHILIPPI
19913562,PHILIPPI
19911187,PHILIPPI
19912314,PHILIPPI
19912698,PHILIPPI
19911380,PHILIPPI
19912717,PHILIPPI
19912286,PHILIPPI
19913401,PHILIPPI
19913572,PHILIPPI
19913279,PHILIPPI
19913345,PHILIPPI
19913282,PHILIPPI
19912311,PHILIPPI
19912501,PHILIPPI
19911207,PHILIPPI
19911206,PHILIPPI
19912291,PHILIPPI
19913276,PHILIPPI
19912716,PHILIPPI
19912282,PHILIPPI
19912815,PHILIPPI
19913394,PHILIPPI
19912719,PHILIPPI
19912823,PHILIPPI
19912305,PHILIPPI
19913344,PHILIPPI
19913269,PHILIPPI
19912699,PHILIPPI
19913349,PHILIPPI
19912307,PHILIPPI
19911379,PHILIPPI
19912708,PHILIPPI
19912086,PHILIPPI
19913341,PHILIPPI
19913554,PHILIPPI
19912301,PHILIPPI
19912271,PHILIPPI
19912818,PHILIPPI
19912280,PHILIPPI
19912298,PHILIPPI
19913583,PHILIPPI
19913271,PHILIPPI
19913273,PHILIPPI
19911376,PHILIPPI
19912832,PHILIPPI
19912713,PHILIPPI
19913536,PHILIPPI
19912268,PHILIPPI
19912272,PHILIPPI
19912722,PHILIPPI
19912287,PHILIPPI
19912827,PHILIPPI
19912276,PHILIPPI
19912718,PHILIPPI
19911201,PHILIPPI
19911197,PHILIPPI
19913340,PHILIPPI
19912300,PHILIPPI
19913560,PHILIPPI
19913350,PHILIPPI
19913589,PHILIPPI
19913343,PHILIPPI
19912711,PHILIPPI
19912829,PHILIPPI
19913566,PHILIPPI
19911378,PHILIPPI
19912293,PHILIPPI
19913553,PHILIPPI
19911195,PHILIPPI
19913591,PHILIPPI
19913555,PHILIPPI
19913300,PHILIPPI
19913336,PHILIPPI
19912835,PHILIPPI
19912819,PHILIPPI
19912822,PHILIPPI
19913352,PHILIPPI
19912290,PHILIPPI
19913351,PHILIPPI
19912265,PHILIPPI
19912507,PHILIPPI
19913274,PHILIPPI
19912723,PHILIPPI
19913538,PHILIPPI
19912277,PHILIPPI
19912726,PHILIPPI
19912834,PHILIPPI
19912702,PHILIPPI
19911193,PHILIPPI
19913272,PHILIPPI
19912715,PHILIPPI
19912502,PHILIPPI
19911196,PHILIPPI
19913542,PHILIPPI
19912509,PHILIPPI
19913305,PHILIPPI
19912816,PHILIPPI
19912297,PHILIPPI
19913713,PHILIPPI
19912825,PHILIPPI
19911190,PHILIPPI
19912728,PHILIPPI
19913073,PHILIPPI
19913270,PHILIPPI
19911162,MORGANS VILLAGE
19911166,MORGANS VILLAGE
19911164,MORGANS VILLAGE
19910072,HELDERBERG RURAL
19913250,FOREST VILLAGE
19912895,FOREST VILLAGE
19912896,FOREST VILLAGE
19912894,FOREST VILLAGE
19912164,FOREST VILLAGE
19912898,FOREST VILLAGE
19912862,ELECTRIC CITY
19912893,ELECTRIC CITY
19912892,ELECTRIC CITY
19912866,ELECTRIC CITY
19912861,ELECTRIC CITY
19912865,ELECTRIC CITY
19913651,WELCOME ESTATE
19913653,WELCOME ESTATE
19913648,VANGUARD ESTATE
19911758,ENDLOVINI
19911679,ENDLOVINI
19911794,ENDLOVINI
19911762,ENDLOVINI
19911671,ENDLOVINI
19911760,ENDLOVINI
19911781,ENDLOVINI
19911772,ENDLOVINI
19911669,ENDLOVINI
19911761,ENDLOVINI
19911792,ENDLOVINI
19911672,ENDLOVINI
19911757,ENDLOVINI
19911755,ENDLOVINI
19911789,ENDLOVINI
19911795,ENDLOVINI
19911673,ENDLOVINI
19911763,ENDLOVINI
19911787,ENDLOVINI
19911790,ENDLOVINI
19911670,ENDLOVINI
19911791,ENDLOVINI
19911754,ENDLOVINI
19911756,ENDLOVINI
19911796,ENDLOVINI
19911793,ENDLOVINI
19911788,ENDLOVINI
19912012,ENKANINI
19912018,ENKANINI
19911586,ENKANINI
19912074,ENKANINI
19911588,ENKANINI
19911597,ENKANINI
19912017,ENKANINI
19911569,ENKANINI
19912076,ENKANINI
19911572,ENKANINI
19911600,ENKANINI
19911582,ENKANINI
19911585,ENKANINI
19911574,ENKANINI
19911591,ENKANINI
19912015,ENKANINI
19911581,ENKANINI
19911570,ENKANINI
19912020,ENKANINI
19911589,ENKANINI
19911592,ENKANINI
19911594,ENKANINI
19911567,ENKANINI
19911590,ENKANINI
19911598,ENKANINI
19911601,ENKANINI
19911595,ENKANINI
19912013,ENKANINI
19912011,ENKANINI
19915936,GOEDEMOED
19912531,PINATI ESTATE
19912527,PINATI ESTATE
19912525,PINATI ESTATE
19912532,PINATI ESTATE
19910395,ONVERWACHT - THE STRAND
19910250,ONVERWACHT - THE STRAND
19910517,ONVERWACHT - THE STRAND
19910385,ONVERWACHT - THE STRAND
19910532,ONVERWACHT - THE STRAND
19915565,ROYAL ASCOT
19915558,ROYAL ASCOT
19914069,BRIDGETOWN
19914063,BRIDGETOWN
19914070,BRIDGETOWN
19913658,BRIDGETOWN
19914367,BRIDGETOWN
19914068,BRIDGETOWN
19914368,BRIDGETOWN
19910870,BRIDGETOWN
19912561,SILVERTOWN
19914057,SILVERTOWN
19914059,SILVERTOWN
19914062,SILVERTOWN
19915931,DURBANVILLE MEADOWS
19913641,SURREY ESTATE
19913634,SURREY ESTATE
19913640,SURREY ESTATE
19913639,SURREY ESTATE
19914234,WELMOED CEMETERY
19912891,WELMOED CEMETERY
19912657,EERSTERIVIER INDUSTRIA
19911058,ZEEKOEVLEI
19911065,ZEEKOEVLEI
19914716,KALKFONTEIN
19913986,SONSTRAAL HEIGHTS
19913984,SONSTRAAL HEIGHTS
19916022,SONSTRAAL HEIGHTS
19915927,SONSTRAAL HEIGHTS
19913982,SONSTRAAL HEIGHTS
19913990,SONSTRAAL
19910100,SIR LOWRY'S PASS
19910103,SIR LOWRY'S PASS
19910099,SIR LOWRY'S PASS
19910101,SIR LOWRY'S PASS
19910098,SIR LOWRY'S PASS
19910089,SIR LOWRY'S PASS
19914236,KLEINVLEI TOWN
19914123,KLEINVLEI TOWN
19914125,KLEINVLEI TOWN
19912912,KLEINVLEI TOWN
19914122,KLEINVLEI TOWN
19912913,KLEINVLEI TOWN
19914268,KLEINVLEI TOWN
19914121,KLEINVLEI TOWN
19914267,KLEINVLEI TOWN
19914235,KLEINVLEI TOWN
19914126,KLEINVLEI TOWN
19914120,KLEINVLEI TOWN
19914124,KLEINVLEI TOWN
19913262,KLEINVLEI TOWN
19911709,EKUPHUMLENI
19911701,EKUPHUMLENI
19911707,EKUPHUMLENI
19914834,DISTRICT SIX
19914773,DISTRICT SIX
19914770,DISTRICT SIX
19914838,DISTRICT SIX
19914502,DISTRICT SIX
19914788,FORESHORE
19914985,FORESHORE
19915434,FORESHORE
19911983,FORESHORE
19915366,FORESHORE
19914979,FORESHORE
19915367,FORESHORE
19910277,DENNEGEUR
19910549,DENNEGEUR
19914005,DURBANVILLE
19913999,DURBANVILLE
19915959,DURBANVILLE
19915965,DURBANVILLE
19916068,DURBANVILLE
19914003,DURBANVILLE
19916303,CAPE FARMS - DISTRICT B
19916209,CAPE FARMS - DISTRICT B
19916301,CAPE FARMS - DISTRICT B
19915879,CAPE FARMS - DISTRICT B
19916194,CAPE FARMS - DISTRICT B
19910420,SUNNYDALE
19910347,SUNNYDALE
19910415,SUNNYDALE
19910355,SUNNYDALE
19910348,SUNNYDALE
19910354,SUNNYDALE
19910418,SUNNYDALE
19910340,SUNNYDALE
19910045,SUNNYDALE
19910342,SUNNYDALE
19910049,SUNNYDALE
19910351,SUNNYDALE
19910349,SUNNYDALE
19910337,SUNNYDALE
19910344,SUNNYDALE
19910417,SUNNYDALE
19910356,SUNNYDALE
19910338,SUNNYDALE
19910350,SUNNYDALE
19910416,SUNNYDALE
19910353,SUNNYDALE
19910345,SUNNYDALE
19910289,SOMERSET WEST
19910567,SOMERSET WEST
19910302,SOMERSET WEST
19910560,SOMERSET WEST
19910301,SOMERSET WEST
19910563,SOMERSET WEST
19910299,SOMERSET WEST
19910557,SOMERSET WEST
19910295,SOMERSET WEST
19910297,SOMERSET WEST
19910405,SOMERSET WEST
19910296,SOMERSET WEST
19916132,TABLE VIEW
19916036,TABLE VIEW
19916115,TABLE VIEW
19916050,TABLE VIEW
19916032,TABLE VIEW
19916196,TABLE VIEW
19916158,TABLE VIEW
19916031,TABLE VIEW
19916124,TABLE VIEW
19916048,TABLE VIEW
19915873,TABLE VIEW
19916056,TABLE VIEW
19916133,TABLE VIEW
19916040,TABLE VIEW
19916039,TABLE VIEW
19916116,TABLE VIEW
19916147,TABLE VIEW
19915576,MILNERTON
19915868,MILNERTON
19915543,MILNERTON
19915571,MILNERTON
19910382,TWIN PALMS
19910384,TWIN PALMS
19910386,TWIN PALMS
19910383,TWIN PALMS
19912645,AAN DE WIJNLANDEN ESTATE
19912256,HYDE PARK
19912791,CHARLESVILLE
19912789,CHARLESVILLE
19913258,TUSCANY GLEN
19912848,VICTORIA MXENGE
19912685,VICTORIA MXENGE
19912687,VICTORIA MXENGE
19912930,VICTORIA MXENGE
19910450,SUN VALLEY
19910449,SUN VALLEY
19913209,OAKDENE
19913214,OAKDENE
19910910,THORNTON
19910915,THORNTON
19910908,THORNTON
19910891,THORNTON
19910914,THORNTON
19914685,BELHAR EXT 15
19913915,SHIRLEY PARK
19913930,JOUBERTPARK
19913932,GROENVALLEI
19913924,GROENVALLEI
19913923,GROENVALLEI
19913931,GROENVALLEI
19913927,GROENVALLEI
19915239,SONKRING
19916406,PROTEA PARK - WESFLEUR
19916393,PROTEA PARK - WESFLEUR
19916394,PROTEA PARK - WESFLEUR
19916322,PROTEA PARK - WESFLEUR
19916407,PROTEA PARK - WESFLEUR
19915245,DE OUDE SPRUIT
19915242,DE OUDE SPRUIT
19912483,PAROW GOLF COURSE
19914398,SUNBIRD PARK
19913185,SUNBIRD PARK
19915438,WINDERMERE
19910928,WINDERMERE
19915436,WINDERMERE
19910933,WINDERMERE
19915380,WINDERMERE
19915437,WINDERMERE
19914949,BO-KAAP
19914952,BO-KAAP
19914944,BO-KAAP
19914941,BO-KAAP
19914947,BO-KAAP
19915655,SPRINGBOKPARK
19915657,SPRINGBOKPARK
19914173,DELFT 3
19911529,SILVERTOWN - KHAYELITSHA
19911495,SILVERTOWN - KHAYELITSHA
19912114,GOOD HOPE
19913289,PHILIPPI PARK
19913288,PHILIPPI PARK
19913290,PHILIPPI PARK
19913298,PHILIPPI PARK
19913213,KUILSRIVIER INDUSTRIA
19915653,FERNDALE
19913941,FERNDALE
19913939,FERNDALE
19914581,DE DUIN
19915727,KRAAIFONTEIN EAST
19914297,TURTLE CREEK
19913696,LANGA
19914679,LANGA
19913663,LANGA
19913705,LANGA
19913678,LANGA
19913665,LANGA
19914440,LANGA
19913667,LANGA
19913694,LANGA
19914702,LANGA
19913682,LANGA
19914673,LANGA
19913668,LANGA
19913671,LANGA
19913691,LANGA
19914703,LANGA
19910872,LANGA
19913693,LANGA
19910875,LANGA
19910880,LANGA
19913679,LANGA
19910878,LANGA
19913662,LANGA
19913690,LANGA
19914675,LANGA
19910091,SUN CITY
19913172,HAPPY VALLEY
19914310,SILVEROAKS
19915023,SILVEROAKS
19915861,PETROSA TANK FARM
19914630,TYGERBERG HOSPITAL
19910402,STRANDVALE
19916095,DURMONTE
19916096,DURMONTE
19910159,FAIRVIEW GOLF ESTATE
19915097,BELGRAVIA -BELLVILLE
19914991,MOUILLE POINT
19914990,MOUILLE POINT
19914980,MOUILLE POINT
19914999,MOUILLE POINT
19914984,MOUILLE POINT
19916411,SHERWOOD
19916336,SHERWOOD
19916331,SHERWOOD
19916334,SHERWOOD
19916335,SHERWOOD
19916329,BEACON HILL
19916330,BEACON HILL
19916328,BEACON HILL
19916405,AVONDALE - WESFLEUR
19916389,AVONDALE - WESFLEUR
19916400,AVONDALE - WESFLEUR
19916397,AVONDALE - WESFLEUR
19916391,AVONDALE - WESFLEUR
19916388,AVONDALE - WESFLEUR
19916387,AVONDALE - WESFLEUR
19916398,AVONDALE - WESFLEUR
19916325,ROBINVALE
19916409,ROBINVALE
19916326,ROBINVALE
19916323,ROBINVALE
19916013,BLOEKOMBOS
19916015,BLOEKOMBOS
19916014,BLOEKOMBOS
19915762,BLOEKOMBOS
19915759,BLOEKOMBOS
19915763,BLOEKOMBOS
19915755,BLOEKOMBOS
19916019,BLOEKOMBOS
19915756,BLOEKOMBOS
19915764,BLOEKOMBOS
19915757,BLOEKOMBOS
19916020,BLOEKOMBOS
19916017,BLOEKOMBOS
19915765,BLOEKOMBOS
19915758,BLOEKOMBOS
19916012,BLOEKOMBOS
19912383,MONTANA
19914933,TAMBOERSKLOOF
19914930,TAMBOERSKLOOF
19915051,TAMBOERSKLOOF
19914932,TAMBOERSKLOOF
19915053,TAMBOERSKLOOF
19914936,TAMBOERSKLOOF
19914934,TAMBOERSKLOOF
19914298,VREDELUST KUILS RIVER
19916343,SAXONSEA
19916339,SAXONSEA
19916340,SAXONSEA
19916348,SAXONSEA
19916392,SAXONSEA
19916347,SAXONSEA
19916342,SAXONSEA
19916337,SAXONSEA
19916350,SAXONSEA
19916344,SAXONSEA
19916341,SAXONSEA
19916373,KLIPHEUWEL HOUSING SCHEME
19916370,MIKPUNT
19916099,VIERLANDEN
19914019,VIERLANDEN
19916098,VIERLANDEN
19914021,RUITERSHOOGTE
19916070,NERINA
19914018,PROTEAVILLE
19915975,WAIROA
19914010,MORNINGSTAR
19915980,D'URBANVALE
19915978,D'URBANVALE
19915979,D'URBANVALE
19916073,D'URBANVALE
19915977,D'URBANVALE
19915976,D'URBANVALE
19916090,THE CREST
19915937,ROSEDALE - DURBANVILLE
19916052,BONNIE BRAE
19915932,BONNIE BRAE
19916001,BONNIE BRAE
19916065,BONNIE BRAE
19916091,GRAANENDAL
19915802,VAN RIEBEECKSHOF
19915852,VAN RIEBEECKSHOF
19915140,EVERGLEN
19915135,BETHANIE
19915855,KLEINBOSCH
19915832,KLEINBOSCH
19915790,DOOR DE KRAAL
19915791,TYGERVALLEY WATERFRONT
19915659,MONTE VISTA
19915628,MONTE VISTA
19915627,MONTE VISTA
19915661,MONTE VISTA
19915671,MONTE VISTA
19915660,MONTE VISTA
19915645,MONTE VISTA
19914580,KAAPZICHT
19914583,KAAPZICHT
19915519,PAROW NORTH
19912485,PAROW NORTH
19912481,PAROW NORTH
19912488,PAROW NORTH
19915520,PAROW NORTH
19912490,PAROW NORTH
19912489,PAROW NORTH
19915110,BELLAIR
19915529,BELLAIR
19915108,BELLAIR
19915684,EDGEMEAD
19915663,EDGEMEAD
19915819,EDGEMEAD
19915646,EDGEMEAD
19915615,EDGEMEAD
19915685,EDGEMEAD
19915822,EDGEMEAD
19915648,EDGEMEAD
19915616,EDGEMEAD
19915688,EDGEMEAD
19915824,EDGEMEAD
19915662,EDGEMEAD
19915829,EDGEMEAD
19915818,EDGEMEAD
19915644,EDGEMEAD
19915830,EDGEMEAD
19915804,DOOR DE KRAAL FARM
19915325,PEERLESS PARK NORTH
19915337,PEERLESS PARK NORTH
19915321,PEERLESS PARK EAST
19915323,PEERLESS PARK EAST
19915324,PEERLESS PARK EAST
19915730,PEERLESS PARK EAST
19915311,SCOTTSVILLE
19915981,SCOTTSVILLE
19915304,SCOTTSVILLE
19915982,SCOTTSVILLE
19915313,SCOTTSVILLE
19915314,SCOTTSVILLE
19915719,KLEINBEGIN
19915310,EIKENDAL
19915309,EIKENDAL
19915303,EIKENDAL
19913979,VREDEKLOOF HEIGHTS
19915908,VREDEKLOOF HEIGHTS
19915902,VREDEKLOOF EAST
19915901,VREDEKLOOF EAST
19913974,VREDEKLOOF EAST
19913966,VREDEKLOOF EAST
19915899,VREDEKLOOF EAST
19913972,VREDEKLOOF EAST
19913977,VREDEKLOOF EAST
19915903,VREDEKLOOF EAST
19915302,OKAVANGO PARK
19915307,SUMMERVILLE
19915279,MORGENSTER
19915275,MORGENSTER
19915294,MORGENSTER
19915283,MORGENSTER
19915289,MORGENSTER
19913956,EDENPARK
19913951,ARAUNA
19913955,ARAUNA
19915272,ST MICHAELS
19913947,BRACKEN HEIGHTS
19915658,BRACKEN HEIGHTS
19913936,BRACKENFELL CENTRAL
19915268,PROTEA VILLAGE
19915264,PROTEA VILLAGE
19915359,PROTEA VILLAGE
19915263,PROTEA VILLAGE
19915357,NORMANDIE ESTATE
19915220,FRESNAYE
19914857,FRESNAYE
19914854,FRESNAYE
19915006,FRESNAYE
19915002,FRESNAYE
19915001,FRESNAYE
19912493,DE TIJGER
19912476,CLAMHALL
19915463,FAIRFIELD ESTATE
19912475,FAIRFIELD ESTATE
19912479,FAIRFIELD ESTATE
19915466,FAIRFIELD ESTATE
19912468,FAIRFIELD ESTATE
19912472,FAIRFIELD ESTATE
19912473,FAIRFIELD ESTATE
19912478,CHURCHILL ESTATE
19915455,CHURCHILL ESTATE
19915457,CHURCHILL ESTATE
19914561,CHURCHILL ESTATE
19915456,CHURCHILL ESTATE
19912477,CHURCHILL ESTATE
19915515,CHURCHILL ESTATE
19915475,GOODWOOD  EXT 1
19915426,GOODWOOD  EXT 1
19914559,GLENLILY
19912470,GLENLILY
19912467,GLENLILY
19915156,KLIPKOP
19914633,KLIPKOP
19915155,KLIPKOP
19915154,KLIPKOP
19912453,PAROW VALLEY
19912460,PAROW VALLEY
19915158,PAROW VALLEY
19912456,PAROW VALLEY
19915162,WP PARK
19915055,CONNAUGHT
19915057,CONNAUGHT
19914811,CONNAUGHT
19915056,CONNAUGHT
19914812,CONNAUGHT
19912428,BALVENIE
19912427,BALVENIE
19910859,HAZENDAL
19910860,HAZENDAL
19910857,HAZENDAL
19910858,SYBRAND PARK
19912425,EUREKA ESTATE
19914808,EUREKA ESTATE
19914809,EUREKA ESTATE
19914522,VALHALLA PARK
19912797,VALHALLA PARK
19914452,VALHALLA PARK
19914453,VALHALLA PARK
19912391,VALHALLA PARK
19914450,VALHALLA PARK
19914451,VALHALLA PARK
19912394,NOOITGEDACHT
19912392,NOOITGEDACHT
19912388,NOOITGEDACHT
19915085,SANLAMHOF
19915092,SANLAMHOF
19913919,MEYERHOF
19913909,GLENHAVEN
19913903,VOGELVLEI
19915199,BELLVILLE SOUTH INDUSTRIA
19913905,VOELVLEI
19913223,BOSONIA
19914413,KLEIN ZEVENWACHT
19913221,KLIPDAM
19913222,KLIPDAM
19913217,DES HAMPDEN
19914843,BELHAR EXT 17
19914608,BELHAR EXT 17
19913880,BELHAR EXT 20
19913882,BELHAR EXT 20
19913876,BELHAR EXT 19
19913877,BELHAR EXT 19
19913497,BELHAR EXT 13
19913501,BELHAR EXT 13
19914680,BELHAR EXT 13
19913515,BELHAR EXT 10
19914686,BELHAR EXT 11
19914740,BELHAR EXT 9
19914684,BELHAR EXT 9
19913514,BELHAR EXT 14
19914689,BELHAR EXT 16
19913496,BELHAR EXT 16
19914682,BELHAR EXT 16
19913506,BELHAR EXT 12
19913504,BELHAR EXT 12
19913519,BELHAR EXT 23
19914692,BELHAR EXT 23
19913512,BELHAR EXT 8
19913507,BELHAR EXT 7
19913511,BELHAR EXT 7
19913503,BELHAR EXT 7
19913510,BELHAR EXT 6
19913508,BELHAR EXT 6
19914591,BELHAR EXT 2
19914594,BELHAR EXT 2
19913513,BELHAR EXT 3
19914598,BELHAR EXT 4
19914694,BELHAR EXT 4
19914602,BELHAR EXT 5
19914601,BELHAR EXT 1
19914596,BELHAR EXT 1
19914597,BELHAR EXT 1
19915028,UITSIG
19914613,UITSIG
19915026,UITSIG
19914610,UITSIG
19914409,EIKENBOSCH KUILS RIVER
19914408,JAGTERSHOF
19913210,BELLVILLE TEACHERS COLLEGE
19914301,LILLYDALE
19912382,KING DAVID COUNTRY CLUB
19914179,DELFT 1 & 2
19914178,DELFT 1 & 2
19913486,DELFT 1 & 2
19913473,DELFT 4
19914172,DELFT 4
19914174,DELFT 4
19914175,DELFT 4
19913494,THE HAGUE
19914250,OUDEKRAAL
19914105,NEWFIELDS
19913631,NEWFIELDS
19914043,NEWFIELDS
19912362,BOQUINAR INDUSTRIAL AREA
19913860,WESBANK
19914356,WESBANK
19914162,DELFT 6
19914165,DELFT 6
19914326,DELFT 8
19913437,DELFT 8
19913444,DELFT 8
19913442,DELFT 8
19913438,DELFT 7
19914153,DELFT 7
19913446,DELFT 7
19913439,DELFT 7
19913436,DELFT 9
19914139,DELFT 9
19914265,DELFT 9
19914264,DELFT 9
19913433,DELFT 9
19913431,DELFT 9
19912591,PARKWOOD
19910778,PARKWOOD
19910727,LAVENDER HILL
19911043,LAVENDER HILL
19911035,LAVENDER HILL
19911218,LAVENDER HILL
19911214,LAVENDER HILL
19911034,LAVENDER HILL
19911041,LAVENDER HILL
19911215,LAVENDER HILL
19911217,LAVENDER HILL
19911223,LAVENDER HILL
19911216,LAVENDER HILL
19911339,BEACON VALLEY
19911844,PORTLAND
19911840,PORTLAND
19911416,PORTLAND
19911313,PORTLAND
19911843,PORTLAND
19911321,PORTLAND
19911845,PORTLAND
19911405,WESTRIDGE - MITCHELLS PLAIN
19911403,WESTRIDGE - MITCHELLS PLAIN
19911402,WESTRIDGE - MITCHELLS PLAIN
19911448,NEW WOODLANDS
19911444,NEW WOODLANDS
19911445,NEW WOODLANDS
19911446,NEW WOODLANDS
19911449,NEW WOODLANDS
19911188,NEW WOODLANDS
19911175,HIGHLANDS VILLAGE
19912259,RONDEVLEI PARK
19912254,RONDEVLEI PARK
19911184,COLORADO PARK
19912263,COLORADO PARK
19911182,COLORADO PARK
19910507,WESTLAKE
19910510,WESTLAKE
19910506,WESTLAKE
19910938,VRYGROND
19910716,VRYGROND
19910937,VRYGROND
19910710,VRYGROND
19914280,AUSTINVILLE
19912908,ROSEDALE - KLEIN VLEI
19914118,ROSEDALE - KLEIN VLEI
19912885,ROSEDALE - KLEIN VLEI
19912647,EERSTERIVIER SOUTH
19912642,EERSTERIVIER SOUTH
19912935,BARNET MOLOKWANA CORNER
19912934,BARNET MOLOKWANA CORNER
19911460,KUYASA
19911753,KUYASA
19910328,HELDERBERG ESTATE
19910949,SCHONENBERG
19910002,SMITSWINKELBAAI
19914302,HUNTERS CREEK
19912542,BELTHORN ESTATE
19912540,BELTHORN ESTATE
19912538,BELTHORN ESTATE
19912535,BELTHORN ESTATE
19915340,JOOSTENBERGVLAKTE SMALLHOLDINGS
19916075,JOOSTENBERGVLAKTE SMALLHOLDINGS
19910333,PARELVALLEI KLEINHOEWES
19910324,BRIZA
19910325,DIE WINGERD
19910968,HELDERBERG VILLAGE
19910970,HELDERBERG VILLAGE
19911647,CHRIS HANI PARK
19911517,SANDVLEI
19911996,LAGOON BEACH
19911995,LAGOON BEACH
19915596,PHOENIX
19915597,PHOENIX
19915603,PHOENIX
19915574,MILNERTON RIDGE
19915568,MILNERTON RIDGE
19915573,MILNERTON RIDGE
19915566,MILNERTON RIDGE
19916246,BLOUBERG SANDS
19916260,BLOUBERG SANDS
19916240,BLOUBERG SANDS
19916245,BLOUBERG SANDS
19916247,BLOUBERG SANDS
19916064,WEST RIDING
19911135,PEACOCK CLOSE
19915084,BELRAIL
19915078,SAXON INDUSTRIAL
19914318,ELIM
19914316,AMANDELSIG
19913189,CAMELOT
19911692,HARARE
19911688,HARARE
19911674,HARARE
19911690,HARARE
19914394,ROSEBANK
19914395,ROSEBANK
19911949,ROSEBANK
19914455,ROSEBANK
19914459,ROSEBANK
19914396,ROSEBANK
19914393,ROSEBANK
19911950,ROSEBANK
19914457,ROSEBANK
19911852,HEATHFIELD
19911853,HEATHFIELD
19911851,HEATHFIELD
19910639,HEATHFIELD
19910636,HEATHFIELD
19911856,HEATHFIELD
19914343,BELGRAVIA
19912546,BELGRAVIA
19912547,BELGRAVIA
19914342,BELGRAVIA
19914337,RYLANDS
19914050,RYLANDS
19914046,GATESVILLE
19916061,SUNRIDGE
19915877,SUNRIDGE
19916060,SUNRIDGE
19910757,ELFINDALE
19911859,ELFINDALE
19911855,ELFINDALE
19910303,AUDAS ESTATE
19910298,CAREY PARK
19910946,MALL TRIANGLE
19910307,MALL MOTOR CITY
19915880,RICHWOOD
19915882,RICHWOOD
19915867,RICHWOOD
19915871,RICHWOOD
19915881,RICHWOOD
19913193,HAGLEY
19913992,VYGEBOOM
19914406,STELLENBOSCH FARMS (KUILSRIVIER)
19915926,PINEHURST
19915923,PINEHURST
19915929,PINEHURST
19915933,PINEHURST
19915232,SONEIKE II
19915234,SONEIKE II
19913917,SONEIKE II
19915229,ROUXVILLE
19915227,ROUXVILLE
19914319,ROUXVILLE
19914320,AMANDELRUG
19915228,AMANDELRUG
19913158,DELRO VILLAGE
19916317,WITSAND
19916304,WITSAND
19916308,WITSAND
19916305,WITSAND
19916314,WITSAND
19916319,WITSAND
19916368,ROBBEN ISLAND
19916380,MAMRE
19916362,MAMRE
19916417,MAMRE
19916416,MAMRE
19916358,MAMRE
19916357,MAMRE
19916381,MAMRE
19916361,MAMRE
19916356,MAMRE
19916360,MAMRE
19916363,MAMRE
19915230,ANNANDALE
19912564,KEWTOWN
19910866,KEWTOWN
19915194,MABILLE PARK
19913550,LLANDUDNO
19915146,FLORIDA
19914817,FLORIDA
19914823,FLORIDA
19914821,FLORIDA
19914824,CRAVENBY
19912442,CRAVENBY
19914818,CRAVENBY
19915462,PAROW EAST
19915399,RUGBY
19915402,RUGBY
19915401,RUGBY
19912498,PLATTEKLOOF 2
19910257,NOMZAMO
19910275,ASLA PARK
19915711,WALLACEDENE
19915768,WALLACEDENE
19915733,WALLACEDENE
19915739,WALLACEDENE
19915898,WALLACEDENE
19915706,WALLACEDENE
19915746,WALLACEDENE
19915705,WALLACEDENE
19915717,WALLACEDENE
19915707,WALLACEDENE
19915736,WALLACEDENE
19915747,WALLACEDENE
19915743,WALLACEDENE
19915699,WALLACEDENE
19915744,WALLACEDENE
19915742,WALLACEDENE
19915767,WALLACEDENE
19915700,WALLACEDENE
19916004,WALLACEDENE
19915766,WALLACEDENE
19915769,WALLACEDENE
19915702,WALLACEDENE
19915735,WALLACEDENE
19915709,WALLACEDENE
19915738,WALLACEDENE
19915704,WALLACEDENE
